Id,SalePrice
1760,165436.27
1761,149736.84
1762,170719.64
1763,165517.97
1764,103505.31
1765,181174.73
1766,172758.81
1767,237121.28
1768,148190.33
1769,181257.33
1770,146123.69
1771,135137.64
1772,144215.25
1773,135868.28
1774,130355.35
1775,134830.78
1776,131137.95
1777,115573.82
1778,134225.77
1779,110148.0
1780,184763.06
1781,125952.06
1782,85822.73
1783,133765.25
1784,105761.13
1785,121216.12
1786,165794.44
1787,167717.52
1788,55608.562
1789,103939.21
1790,78984.234
1791,188138.67
1792,165876.47
1793,135672.05
1794,146847.77
1795,131156.84
1796,118370.52
1797,131231.97
1798,119366.0
1799,122873.69
1800,121140.35
1801,126669.234
1802,154529.16
1803,145414.69
1804,136251.34
1805,139266.8
1806,115662.9
1807,134231.64
1808,130532.734
1809,115413.99
1810,156320.12
1811,111208.36
1812,91731.61
1813,124823.89
1814,103292.39
1815,50281.0
1816,97706.42
1817,101330.57
1818,155758.16
1819,110436.586
1820,61329.902
1821,107802.29
1822,137241.39
1823,53564.73
1824,134293.88
1825,127128.76
1826,85633.49
1827,104130.68
1828,130756.516
1829,123474.46
1830,152585.08
1831,183671.6
1832,109768.13
1833,145221.3
1834,120276.79
1835,165496.0
1836,132710.3
1837,101302.05
1838,125961.31
1839,78407.53
1840,150485.94
1841,132824.92
1842,71788.914
1843,155349.83
1844,138500.8
1845,137608.06
1846,154295.45
1847,164243.64
1848,53943.41
1849,134795.33
1850,115441.52
1851,162243.75
1852,132268.9
1853,122728.914
1854,168260.3
1855,138944.97
1856,212118.66
1857,179306.44
1858,133484.1
1859,118775.82
1860,148920.19
1861,118140.266
1862,294219.75
1863,292102.97
1864,292102.97
1865,306452.8
1866,338341.75
1867,253153.75
1868,319712.53
1869,198259.89
1870,241444.73
1871,236305.38
1872,163319.08
1873,226110.56
1874,133331.61
1875,213672.97
1876,198254.94
1877,222879.44
1878,206706.55
1879,121541.484
1880,132925.8
1881,245642.56
1882,246433.98
1883,193928.22
1884,207402.28
1885,266901.1
1886,308397.72
1887,220142.66
1888,285747.5
1889,157189.84
1890,135632.61
1891,135968.36
1892,106600.38
1893,135732.1
1894,132952.61
1895,150243.77
1896,119129.9
1897,122949.086
1898,117896.21
1899,138712.34
1900,146343.08
1901,162432.83
1902,126334.664
1903,213853.78
1904,133193.95
1905,187839.22
1906,182942.53
1907,201321.64
1908,120783.266
1909,132410.55
1910,114233.37
1911,205020.4
1912,324170.1
1913,149228.73
1914,71946.85
1915,311769.72
1916,54004.06
1917,273920.97
1918,143871.95
1919,168298.97
1920,161850.3
1921,463501.47
1922,334984.94
1923,214327.31
1924,210221.19
1925,214242.72
1926,417362.7
1927,136428.2
1928,159977.55
1929,120868.64
1930,135610.78
1931,145820.55
1932,135358.3
1933,165011.22
1934,187752.97
1935,175662.1
1936,181926.03
1937,197151.16
1938,178431.6
1939,265971.12
1940,190074.72
1941,178102.48
1942,184160.16
1943,213668.84
1944,297004.5
1945,367955.62
1946,138641.77
1947,308275.47
1948,182153.53
1949,232494.9
1950,179703.45
1951,275917.84
1952,218573.27
1953,152607.25
1954,204180.0
1955,123115.59
1956,326242.62
1957,152445.55
1958,335162.66
1959,134933.23
1960,107824.01
1961,117097.11
1962,94950.78
1963,109659.72
1964,110563.836
1965,141445.34
1966,153445.66
1967,278210.53
1968,417000.12
1969,418134.84
1970,440980.62
1971,454149.5
1972,369927.72
1973,263899.4
1974,299930.0
1975,461361.06
1976,264852.88
1977,327739.4
1978,373594.47
1979,330985.1
1980,184029.03
1981,336395.34
1982,227259.5
1983,203067.52
1984,169061.69
1985,213181.2
1986,221216.95
1987,167387.78
1988,173230.08
1989,189324.72
1990,219271.33
1991,292545.25
1992,210597.62
1993,170164.86
1994,256300.94
1995,188561.83
1996,235709.9
1997,317244.28
1998,387010.12
1999,250632.89
2000,304857.06
2001,245521.77
2002,238510.62
2003,243042.44
2004,250381.58
2005,228597.03
2006,223885.73
2007,244423.84
2008,227391.39
2009,187346.17
2010,193346.7
2011,132865.11
2012,173330.4
2013,181187.7
2014,180932.39
2015,195009.81
2016,189191.69
2017,193910.11
2018,121710.07
2019,138370.06
2020,121977.25
2021,107710.72
2022,188312.83
2023,134356.42
2024,239658.14
2025,340840.88
2026,166277.94
2027,142175.16
2028,153001.36
2029,162669.47
2030,286361.66
2031,240954.2
2032,276919.03
2033,269623.38
2034,155913.92
2035,208737.92
2036,184365.5
2037,188176.92
2038,287333.12
2039,221667.6
2040,329570.84
2041,289323.7
2042,204195.47
2043,175504.1
2044,164900.02
2045,222319.66
2046,137684.22
2047,145566.11
2048,137260.03
2049,128553.6
2050,184956.33
2051,110458.1
2052,130762.14
2053,145169.56
2054,82451.92
2055,152489.14
2056,138415.89
2057,121145.86
2058,224863.58
2059,128472.51
2060,170556.45
2061,188098.72
2062,130637.45
2063,103553.24
2064,144326.28
2065,132417.14
2066,166321.78
2067,120885.086
2068,111991.11
2069,92205.49
2070,112020.15
2071,83668.414
2072,131534.17
2073,139562.6
2074,196870.67
2075,144160.53
2076,126717.45
2077,153611.88
2078,123082.59
2079,133630.9
2080,119025.34
2081,121121.21
2082,130776.85
2083,135756.4
2084,109377.59
2085,121480.91
2086,167275.47
2087,124108.88
2088,93821.445
2089,70186.93
2090,126188.62
2091,125534.22
2092,129674.86
2093,135553.94
2094,119084.76
2095,148687.61
2096,78928.35
2097,79400.625
2098,151535.67
2099,73477.3
2100,69032.82
2101,121315.59
2102,141941.83
2103,107366.17
2104,127324.31
2105,108081.414
2106,72544.83
2107,246762.9
2108,109875.47
2109,113930.14
2110,132491.4
2111,165249.8
2112,137761.84
2113,112903.04
2114,114362.03
2115,158611.16
2116,127159.58
2117,154286.7
2118,116017.945
2119,100532.336
2120,109026.26
2121,114154.6
2122,104303.516
2123,80880.44
2124,185451.73
2125,136290.27
2126,136196.55
2127,148936.48
2128,130392.35
2129,107286.33
2130,158381.52
2131,169682.92
2132,115703.76
2133,121308.09
2134,121533.016
2135,103178.52
2136,69446.83
2137,123086.125
2138,140416.03
2139,157979.78
2140,135725.33
2141,153122.64
2142,120373.914
2143,138677.64
2144,122109.86
2145,133898.78
2146,155524.02
2147,129471.836
2148,136453.1
2149,157882.81
2150,224242.53
2151,104356.48
2152,177987.25
2153,181641.47
2154,113310.44
2155,143819.55
2156,266897.78
2157,235682.19
2158,237131.61
2159,210086.78
2160,167174.58
2161,248109.92
2162,496836.8
2163,341637.9
2164,236647.02
2165,175002.73
2166,145918.33
2167,240000.28
2168,204380.28
2169,197258.03
2170,226794.25
2171,154141.48
2172,140859.17
2173,168012.89
2174,235468.1
2175,311535.88
2176,336833.3
2177,245929.27
2178,198764.12
2179,138516.53
2180,223091.8
2181,175635.05
2182,232750.9
2183,182523.39
2184,135141.78
2185,135376.75
2186,147914.89
2187,150391.44
2188,157749.84
2189,219228.2
2190,87095.9
2191,88942.47
2192,96296.46
2193,87443.93
2194,100351.5
2195,107268.79
2196,105925.3
2197,123976.52
2198,173843.3
2199,191667.94
2200,141609.86
2201,131715.45
2202,198698.69
2203,125446.65
2204,180172.83
2205,99111.94
2206,141279.25
2207,199323.61
2208,241124.48
2209,215421.25
2210,127057.49
2211,117529.99
2212,111402.67
2213,103297.47
2214,137471.97
2215,106568.695
2216,147032.31
2217,96572.53
2218,89577.89
2219,81946.27
2220,90969.914
2221,312887.6
2222,252518.6
2223,322519.84
2224,220433.55
2225,127075.29
2226,187228.27
2227,193448.28
2228,255674.05
2229,229938.0
2230,142921.42
2231,216526.3
2232,192071.67
2233,157200.12
2234,247751.42
2235,214452.22
2236,260131.5
2237,369640.56
2238,214842.88
2239,121169.99
2240,165958.31
2241,175000.11
2242,128189.805
2243,128113.12
2244,101361.8
2245,109183.85
2246,137597.31
2247,109974.95
2248,128065.24
2249,120122.49
2250,136039.66
2251,98140.2
2252,178758.94
2253,163128.83
2254,180470.33
2255,193321.02
2256,202768.36
2257,207353.98
2258,164317.69
2259,180587.58
2260,166116.42
2261,177859.69
2262,208972.36
2263,332655.78
2264,478075.94
2265,179046.48
2266,286268.97
2267,320957.06
2268,416220.12
2269,154047.72
2270,184893.95
2271,222937.03
2272,209421.03
2273,163030.78
2274,171077.02
2275,185153.22
2276,177866.56
2277,185340.64
2278,143286.4
2279,117741.04
2280,111693.24
2281,164905.02
2282,186486.36
2283,95148.73
2284,98745.71
2285,151165.06
2286,121718.44
2287,332917.75
2288,259421.55
2289,426204.47
2290,446828.97
2291,315365.62
2292,433596.88
2293,464076.97
2294,393173.62
2295,415588.8
2296,284452.9
2297,289983.8
2298,284711.72
2299,390090.47
2300,331531.6
2301,255211.64
2302,246644.28
2303,256023.52
2304,225891.69
2305,168725.31
2306,168399.02
2307,175439.17
2308,228273.25
2309,277275.6
2310,207684.1
2311,201232.34
2312,178870.9
2313,173703.03
2314,166070.53
2315,172558.73
2316,183574.45
2317,174123.02
2318,172933.98
2319,167359.62
2320,194462.25
2321,237644.81
2322,164652.12
2323,167297.89
2324,166580.1
2325,204886.83
2326,166204.36
2327,209116.31
2328,232938.94
2329,180028.3
2330,176663.95
2331,379836.38
2332,364632.4
2333,323045.03
2334,247852.11
2335,236807.42
2336,358273.2
2337,220132.16
2338,282732.7
2339,232893.48
2340,404902.12
2341,228047.25
2342,241155.19
2343,221301.55
2344,231847.23
2345,233540.73
2346,207672.97
2347,202577.25
2348,219697.95
2349,156588.44
2350,254379.02
2351,240989.95
2352,252386.52
2353,221142.12
2354,124518.83
2355,141442.02
2356,156156.25
2357,183019.83
2358,189740.89
2359,125170.23
2360,111115.99
2361,142668.17
2362,296303.66
2363,128054.16
2364,168370.11
2365,219636.27
2366,178213.66
2367,206459.83
2368,213386.9
2369,221064.77
2370,165434.61
2371,164203.95
2372,198140.17
2373,269750.12
2374,289878.94
2375,261424.9
2376,297761.97
2377,333677.6
2378,136482.5
2379,196022.34
2380,143460.56
2381,162408.83
2382,187903.0
2383,201369.72
2384,245551.47
2385,157962.02
2386,130186.336
2387,134621.56
2388,99521.55
2389,130390.305
2390,141514.7
2391,139995.81
2392,116651.305
2393,168385.89
2394,145510.06
2395,210980.61
2396,142386.53
2397,206562.38
2398,130126.12
2399,60535.504
2400,48613.53
2401,107666.39
2402,136810.95
2403,142834.94
2404,138585.05
2405,150300.73
2406,133201.39
2407,121629.875
2408,138968.02
2409,123144.8
2410,167514.11
2411,119199.164
2412,163040.4
2413,127589.79
2414,137470.72
2415,148511.28
2416,131479.0
2417,130058.37
2418,132342.53
2419,114582.21
2420,126561.87
2421,144572.4
2422,132824.7
2423,120699.9
2424,166690.6
2425,239786.36
2426,137383.8
2427,125020.58
2428,185317.55
2429,116179.07
2430,132184.62
2431,103064.52
2432,139773.56
2433,149235.45
2434,136249.22
2435,148635.84
2436,100598.82
2437,97291.484
2438,124979.414
2439,110160.89
2440,119244.89
2441,106819.164
2442,90858.9
2443,122317.99
2444,122816.58
2445,78390.58
2446,143444.2
2447,197961.55
2448,145905.92
2449,104620.48
2450,133008.55
2451,124237.27
2452,207752.3
2453,94908.12
2454,134729.81
2455,120545.5
2456,130587.29
2457,120932.445
2458,112032.29
2459,110568.484
2460,135637.44
2461,108611.375
2462,130517.84
2463,112839.75
2464,183622.2
2465,123534.445
2466,101304.85
2467,147928.28
2468,71909.38
2469,70222.26
2470,200567.72
2471,225210.33
2472,164583.14
2473,117743.64
2474,93107.47
2475,236713.86
2476,109181.62
2477,125438.96
2478,167952.86
2479,95667.6
2480,141605.34
2481,103832.16
2482,127265.1
2483,102839.84
2484,119611.33
2485,126394.06
2486,159145.69
2487,204497.88
2488,161813.55
2489,144814.19
2490,153312.6
2491,104122.836
2492,179199.67
2493,140549.69
2494,169427.33
2495,89158.99
2496,263113.8
2497,148360.69
2498,107469.1
2499,105704.0
2500,111936.26
2501,142101.75
2502,151589.94
2503,101725.47
2504,197593.6
2505,225365.5
2506,257330.75
2507,299885.53
2508,265226.56
2509,213294.9
2510,218555.56
2511,177178.53
2512,210634.62
2513,214404.08
2514,265759.44
2515,148978.36
2516,164049.84
2517,138898.73
2518,149665.7
2519,215927.61
2520,209531.06
2521,187507.98
2522,224785.16
2523,127479.51
2524,136334.23
2525,146297.62
2526,131133.1
2527,83467.0
2528,124241.85
2529,124127.125
2530,120665.086
2531,253471.88
2532,226420.64
2533,196036.31
2534,233237.12
2535,316726.56
2536,248663.69
2537,211114.89
2538,176791.16
2539,185543.14
2540,166527.14
2541,178986.64
2542,153192.92
2543,133612.55
2544,125496.7
2545,127681.39
2546,138470.48
2547,146679.86
2548,135596.58
2549,162650.72
2550,452210.56
2551,136044.52
2552,125011.14
2553,74366.086
2554,118396.89
2555,130436.28
2556,98871.95
2557,122122.9
2558,168390.9
2559,135375.44
2560,127586.69
2561,131269.16
2562,116451.445
2563,135867.27
2564,202378.95
2565,135909.23
2566,141386.23
2567,128720.57
2568,175395.84
2569,196246.6
2570,122384.23
2571,175169.22
2572,166146.12
2573,220054.36
2574,285913.22
2575,126751.68
2576,130292.945
2577,162089.36
2578,88107.74
2579,65934.17
2580,148818.06
2581,139264.27
2582,104764.43
2583,254749.0
2584,157990.9
2585,185122.81
2586,222009.2
2587,206576.47
2588,157098.03
2589,151478.5
2590,218090.81
2591,215677.67
2592,205344.23
2593,280956.06
2594,172038.2
2595,197276.5
2596,352365.6
2597,195353.4
2598,272106.0
2599,306761.84
2600,226801.45
2601,138724.6
2602,72047.34
2603,95164.23
2604,81256.43
2605,64557.574
2606,142712.67
2607,178069.19
2608,202880.1
2609,159700.22
2610,108273.01
2611,117809.29
2612,150419.84
2613,134085.14
2614,124250.234
2615,157781.94
2616,143589.8
2617,206741.7
2618,217000.75
2619,182425.78
2620,188979.28
2621,181089.11
2622,190787.56
2623,248201.44
2624,308288.62
2625,326198.9
2626,172360.8
2627,168428.33
2628,441987.25
2629,403446.34
2630,348700.34
2631,464704.56
2632,406828.06
2633,316270.2
2634,387814.8
2635,149196.0
2636,188915.2
2637,178349.05
2638,269780.66
2639,194572.33
2640,148633.33
2641,103827.875
2642,189690.77
2643,100517.35
2644,128483.055
2645,99333.555
2646,88736.25
2647,104316.62
2648,145460.31
2649,147078.95
2650,151439.12
2651,136058.02
2652,433579.44
2653,252369.14
2654,224372.83
2655,328822.75
2656,278945.8
2657,330475.7
2658,257140.34
2659,305196.25
2660,323594.16
2661,313947.84
2662,314834.8
2663,276718.66
2664,267253.0
2665,310235.25
2666,289766.5
2667,156711.8
2668,177957.55
2669,156099.94
2670,271479.47
2671,183163.12
2672,184106.06
2673,213321.0
2674,214668.47
2675,158534.78
2676,184964.48
2677,197883.88
2678,263817.5
2679,276556.34
2680,269903.34
2681,392048.72
2682,345983.9
2683,510518.56
2684,313131.22
2685,388946.94
2686,243817.0
2687,369987.12
2688,213630.8
2689,205516.28
2690,523954.2
2691,173937.02
2692,113473.5
2693,182707.1
2694,115003.2
2695,186599.81
2696,183364.83
2697,194083.55
2698,200801.56
2699,169593.55
2700,149651.75
2701,155689.88
2702,105624.33
2703,135587.86
2704,149216.6
2705,121292.26
2706,113743.58
2707,118959.31
2708,130870.945
2709,111185.88
2710,129681.164
2711,286159.47
2712,368577.75
2713,155136.95
2714,145771.78
2715,167713.4
2716,140030.08
2717,194322.02
2718,243209.11
2719,155204.08
2720,185370.06
2721,134421.23
2722,167140.36
2723,152544.56
2724,126851.14
2725,134026.53
2726,140422.86
2727,190415.03
2728,156548.75
2729,141288.17
2730,147712.48
2731,134411.94
2732,120387.56
2733,157696.44
2734,166444.34
2735,127008.63
2736,140951.42
2737,123021.55
2738,136349.7
2739,159117.11
2740,128145.984
2741,140864.62
2742,144071.38
2743,133813.02
2744,159802.9
2745,145756.9
2746,128386.484
2747,148832.06
2748,122948.93
2749,133450.69
2750,136302.1
2751,140049.12
2752,228577.52
2753,159328.75
2754,235786.22
2755,124662.66
2756,97076.92
2757,67373.086
2758,80147.07
2759,139337.36
2760,117832.11
2761,140103.73
2762,137906.69
2763,198993.14
2764,156835.52
2765,301486.88
2766,137987.11
2767,81656.33
2768,136147.56
2769,124119.97
2770,157566.27
2771,114731.56
2772,113133.88
2773,152733.83
2774,139950.27
2775,121077.41
2776,133340.25
2777,151010.14
2778,124912.16
2779,116141.41
2780,107927.28
2781,96638.35
2782,81011.18
2783,105047.22
2784,131073.58
2785,136741.55
2786,78018.195
2787,125867.664
2788,63459.312
2789,208519.3
2790,103230.91
2791,114575.67
2792,62862.438
2793,175426.34
2794,94335.78
2795,106605.35
2796,96280.49
2797,216369.58
2798,113722.01
2799,114204.41
2800,63711.496
2801,113114.734
2802,144567.28
2803,154702.88
2804,139875.4
2805,109273.88
2806,70445.414
2807,169149.95
2808,153637.83
2809,137475.1
2810,137977.08
2811,160801.28
2812,154100.98
2813,139269.52
2814,147480.67
2815,113216.12
2816,257472.81
2817,141180.9
2818,134754.56
2819,149638.98
2820,141639.86
2821,111725.234
2822,203967.34
2823,272820.44
2824,208083.61
2825,173717.31
2826,135404.42
2827,140031.92
2828,206373.19
2829,203890.33
2830,217742.47
2831,179940.5
2832,235012.05
2833,272906.75
2834,199369.3
2835,211023.12
2836,183910.05
2837,175180.3
2838,146790.1
2839,177228.25
2840,208651.16
2841,203496.44
2842,213531.78
2843,148425.0
2844,151285.28
2845,123548.91
2846,211193.33
2847,196671.9
2848,225616.28
2849,202474.73
2850,289258.12
2851,249165.31
2852,228969.95
2853,233469.16
2854,141676.23
2855,208183.97
2856,199928.64
2857,185859.36
2858,204167.78
2859,122274.5
2860,119210.6
2861,119923.94
2862,190718.17
2863,126069.22
2864,240879.73
2865,137523.03
2866,145131.56
2867,97348.04
2868,93888.58
2869,135509.4
2870,118531.336
2871,98071.35
2872,47596.383
2873,105763.06
2874,141431.89
2875,119986.42
2876,161773.67
2877,138614.33
2878,181242.8
2879,138339.89
2880,98519.42
2881,157871.69
2882,166468.53
2883,173922.47
2884,181834.11
2885,185718.31
2886,219264.7
2887,112095.33
2888,129821.37
2889,55960.215
2890,80363.195
2891,139962.22
2892,70403.25
2893,113762.87
2894,66472.33
2895,287229.47
2896,277452.03
2897,209464.36
2898,153159.11
2899,217498.48
2900,149901.84
2901,221210.17
2902,190338.58
2903,361862.3
2904,356511.22
2905,96013.32
2906,209344.38
2907,103391.516
2908,129385.68
2909,153228.5
2910,75548.24
2911,71232.71
2912,146223.42
2913,84956.1
2914,63601.477
2915,71646.25
2916,83135.51
2917,172470.61
2918,109970.01
2919,231871.8
